param	dummy logComm H_mean	dummy logComm H_sigma	logComm H_mean	logComm H_sigma	
0.0013333333333333335			0.691638963360143	0.06412359318769133	
0.006666666666666667			0.7187488829311885	0.06062007832650874	
0.013333333333333334			0.7131438784629134	0.0825316807793177	
0.02666666666666667			0.709111706881144	0.07282094278620911	
0.04	0.7198927613941019	0.08259071584564859	0.7020196604110813	0.0696206816860213	
0.05333333333333334	0.7269276139410188	0.0850936457013226	0.7269276139410188	0.0850936457013226	
0.06666666666666667	0.6975871313672922	0.043614702607494824	0.7084825737265416	0.06161678088034416	
0.08	0.7117712243074173	0.05877331348536364	0.7193208221626453	0.0734924525931146	
0.09333333333333334	0.6932403932082216	0.08889151726602373	0.6964718498659517	0.0869310826557332	
0.10666666666666667	0.6999892761394102	0.0888480834909909	0.70685254691689	0.08953848638115634	
0.12000000000000001	0.6872064343163539	0.03466498510213214	0.7011617515638964	0.0498119957547222	
0.13333333333333333	0.6692761394101876	0.11439151021835389	0.6836890080428955	0.12740196722008776	
0.14666666666666667	0.740253798033959	0.07167808594855558	0.7483181411974977	0.09052329678596102	
0.16	0.7298445040214477	0.12346142443661345	0.7298445040214477	0.12346142443661345	
0.17333333333333334	0.7431134941912422	0.11900221919818396	0.7266702412868633	0.12983038663362864	
0.18666666666666668	0.7385665773011618	0.10226465982317852	0.7352207327971403	0.10436232806212938	
0.2	0.7574977658623772	0.06267368450655048	0.7725397676496872	0.07594993100639419	
0.21333333333333335	0.7784879356568364	0.04793867157793362	0.7817193923145667	0.03219597526202723	
0.22666666666666668	0.765390527256479	0.08034171179354788	0.765390527256479	0.08034171179354788	
0.24000000000000002	0.7696514745308312	0.08948421784448635	0.8009079535299375	0.058345563625273496	
0.25333333333333335	0.7834924039320822	0.07934596617016952	0.7834924039320822	0.07934596617016952	
0.26666666666666666	0.7602144772117962	0.04113789962374485	0.7602144772117962	0.04113789962374485	
0.27999999999999997	0.8190670241286864	0.039838220761834936	0.8226988382484361	0.033851785375317876	
0.2933333333333333	0.8041394101876674	0.042621034711341176	0.7965898123324398	0.03834814161541456	
0.3066666666666666	0.8122037533512063	0.06048110329752262	0.8157783735478106	0.05589596008012434	
0.3199999999999999	0.8396282394995532	0.07993091195560048	0.8396282394995532	0.07993091195560048	
0.3333333333333332	0.8487792672028597	0.10701653981140252	0.859846291331546	0.09847659669079944	
0.3466666666666665	0.9053154602323502	0.057385683892602374	0.909118856121537	0.050402966167512595	
0.3599999999999998	0.8932761394101876	0.05694849934921669	0.8932761394101876	0.05694849934921669	
0.37333333333333313	0.8851546023235031	0.051661303491942166	0.8851546023235031	0.051661303491942166	
0.38666666666666644	0.9216157283288651	0.060384162030657204	0.9216157283288651	0.060384162030657204	
0.39999999999999974	0.9171260053619303	0.046796090111704915	0.9171260053619303	0.046796090111704915	
0.41333333333333305	0.8737444146559428	0.06423877939375092	0.8737444146559428	0.06423877939375092	
0.42666666666666636	0.9220160857908848	0.07046530119092638	0.9220160857908848	0.07046530119092638	
0.43999999999999967	0.8907310098302055	0.08939972320757499	0.8907310098302055	0.08939972320757499	
0.453333333333333	0.9131510277033066	0.05010547565023703	0.9131510277033066	0.05010547565023703	
0.4666666666666663	0.9168972296693475	0.03764350367211016	0.9168972296693475	0.03764350367211016	
0.4799999999999996	0.9089472743521	0.04370454092850231	0.9089472743521	0.04370454092850231	
0.4933333333333329	0.9171831992850759	0.04903757741063207	0.9171831992850759	0.04903757741063207	
0.5066666666666663	0.92933690795353	0.046672374620501875	0.92933690795353	0.046672374620501875	
0.5199999999999996	0.8857837354781054	0.06963913563216441	0.8857837354781054	0.06963913563216441	
0.5333333333333329	0.941833780160858	0.053236971120616185	0.941833780160858	0.053236971120616185	
0.5466666666666662	0.9333690795352994	0.044289183598843554	0.9333690795352994	0.044289183598843554	
0.5599999999999995	0.9168972296693477	0.03810020637012145	0.9168972296693477	0.03810020637012145	
0.5733333333333328	0.8685397676496873	0.10986610613680257	0.8685397676496873	0.10986610613680257	
0.5866666666666661	0.8895299374441464	0.06414590754708928	0.8895299374441464	0.06414590754708928	
0.5999999999999994	0.9093476318141196	0.057746658873693936	0.9093476318141196	0.057746658873693936	
0.6133333333333327	0.9028275245755137	0.09134505862695125	0.9028275245755137	0.09134505862695125	
0.626666666666666	0.9025415549597854	0.08545621945243048	0.9025415549597854	0.08545621945243048	
0.6399999999999993	0.8592743521000894	0.09014352443675393	0.8592743521000894	0.09014352443675393	
0.6533333333333327	0.8556425379803395	0.09433495708039841	0.8556425379803395	0.09433495708039841	
0.666666666666666	0.8857837354781054	0.06963913563216441	0.8857837354781054	0.06963913563216441	
0.6799999999999993	0.8897015192135835	0.0681408950021853	0.8897015192135835	0.0681408950021853	
0.6933333333333326	0.9059445933869525	0.07365261123879044	0.9059445933869525	0.07365261123879044	
0.7066666666666659	0.9173547810545128	0.055212783276660175	0.9173547810545128	0.055212783276660175	
0.7199999999999992	0.929508489722967	0.05217378294938188	0.929508489722967	0.05217378294938188	
0.7333333333333325	0.929508489722967	0.05217378294938188	0.929508489722967	0.05217378294938188	
0.7466666666666658	0.921958891867739	0.06886469580030627	0.921958891867739	0.06886469580030627	
0.7599999999999991	0.929508489722967	0.05217378294938188	0.929508489722967	0.05217378294938188	
0.7733333333333324	0.9372868632707775	0.035167810389251666	0.921958891867739	0.06886469580030627	
0.7866666666666657	0.929508489722967	0.05217378294938188	0.9134941912421806	0.0608828237315887	
0.799999999999999	0.9333690795352994	0.04369525426126411	0.9372868632707775	0.035167810389251666	
0.8133333333333324	0.929508489722967	0.05217378294938188	0.9052010723860591	0.053561792214005935	
0.8266666666666657	0.9333690795352994	0.04369525426126411	0.24930116175156392	0.07338042470292676	
0.839999999999999	0.6631849865951743	0.30202657306950265	0.19648257372654157	5.014671075388888E-4	
0.8533333333333323	0.1977408400357462	0.001900676350136309	0.1976264521894549	0.004044979310274094	
0.8666666666666656	0.20137265415549602	0.008846935842891616	0.19608221626452194	5.115580002144248E-4	
0.8799999999999989	0.20125826630920468	0.008932488799940849	0.19602502234137625	2.349480139431948E-4	
0.8933333333333322	0.20125826630920468	0.008932488799940849	0.19585344057193926	0.0	
0.9066666666666655	0.20125826630920468	0.008932488799940849	0.1959106344950849	2.1684719768509198E-4	
0.9199999999999988	0.20125826630920468	0.008932488799940849	0.19625379803395887	4.6771552411212626E-4	
0.9333333333333321	0.20125826630920468	0.008932488799940849	0.19588203753351208	2.3494801394320834E-4	
0.9466666666666654	0.20125826630920468	0.008932488799940849	0.1961394101876676	5.253597303556351E-4	
0.9599999999999987	0.20125826630920468	0.008932488799940849	0.19582484361036642	6.39447500268093E-5	
0.973333333333332	0.20125826630920468	0.008932488799940849	0.1961394101876676	5.253597303556351E-4	
0.9866666666666654	0.20125826630920468	0.008932488799940849			
0.9933333333333333	0.20125826630920468	0.008932488799940849			
0.9986666666666667	0.20125826630920468	0.008932488799940849			
0.9999999999999987	0.20125826630920468	0.008932488799940849			


